	id	age	income	children	gender	region	married	car	savings_acct	current_acct	mortgage	pep	income_znorm	age_bins	income_norm	age_norm	children_norm	FEMALE	MALE	INNER_CITY	RURAL	SUBURBAN	TOWN	MARRIED_NO	MARRIED_YES	CAR_NO	CAR_YES	SAVINGS_NO	SAVINGS_YES	CURRENT_NO	CURRENT_YES	MORTGAGE_NO	MORTGAGE_YES	PEP_NO	PEP_YES	young	mid	old
171	ID12272	22	19726.3	2	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.6045002063792841	young	0.2531509024468179	0.08163265306122448	0.6666666666666666	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0
172	ID12273	35	24346.6	3	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.24632265114827434	young	0.33265239506785493	0.3469387755102041	1.0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
173	ID12274	34	26999.4	1	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.04067076306377247	young	0.37829911922539605	0.32653061224489793	0.3333333333333333	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0
174	ID12275	67	41558.1	2	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.087957155760049	old	0.6288106402569074	1.0	0.6666666666666666	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1
175	ID12276	58	56340.3	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.2339113701911106	mid	0.8831679253298883	0.8163265306122449	0.0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0
176	ID12277	40	37558.5	0	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.7778978630946491	mid	0.5599895312624482	0.4489795918367347	0.0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0
177	ID12278	41	30099.3	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.19964146849275125	mid	0.43163909216567103	0.46938775510204084	0.0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
178	ID12279	43	15254.8	0	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.9511424023872187	mid	0.1762098111205042	0.5102040816326531	0.0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0
179	ID12280	63	36086.1	2	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.6637536230405099	old	0.5346539474832098	0.9183673469387755	0.6666666666666666	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1
180	ID12281	22	17655.0	1	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.7650727168547923	young	0.21751004759627704	0.08163265306122448	0.3333333333333333	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0
181	ID12282	60	56658.9	0	MALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.258610062721163	mid	0.8886500748762516	0.8571428571428571	0.0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0
182	ID12283	65	37706.5	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.7893712042573852	old	0.5625361669588128	0.9591836734693877	0.0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1
183	ID12284	48	18516.0	2	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.698325779414821	mid	0.23232527282985774	0.6122448979591837	0.6666666666666666	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0
184	ID12285	38	29622.0	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_NO	0.1626399432429275	mid	0.4234261920448951	0.40816326530612246	0.0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0
185	ID12286	49	32669.9	1	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.3989210008774091	mid	0.4758714010918529	0.6326530612244898	0.3333333333333333	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
186	ID12287	20	18275.5	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_YES	PEP_YES	-0.7169699588042671	young	0.2281869898232652	0.04081632653061224	0.0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0
187	ID12288	48	34410.0	1	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.5338180343725241	mid	0.5058132982218805	0.6122448979591837	0.3333333333333333	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0
188	ID12289	38	34866.9	2	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.5692380990837006	mid	0.5136751755845088	0.40816326530612246	0.6666666666666666	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0
189	ID12290	41	21796.6	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.4440052184791998	mid	0.28877455029941035	0.46938775510204084	0.0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0
190	ID12291	67	63130.1	2	FEMALE	SUBURBAN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.7602741528042545	old	1.0	1.0	0.6666666666666666	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1
191	ID12292	39	14996.4	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.9711742358767526	mid	0.17176352285063515	0.42857142857142855	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0
192	ID12293	64	49024.9	3	FEMALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.6668027219351684	old	0.7572918525380925	0.9387755102040817	1.0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1
193	ID12294	41	16249.8	0	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.8740074398404458	mid	0.19333077407917182	0.46938775510204084	0.0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0
194	ID12295	55	36192.1	2	MALE	SUBURBAN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.6719710160354425	mid	0.5364778892657412	0.7551020408163265	0.6666666666666666	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0
195	ID12296	52	17839.9	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_YES	PEP_YES	-0.7507387926589145	mid	0.220691621516938	0.6938775510204082	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0
196	ID12297	30	18802.4	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.6761233138134181	young	0.2372533570422823	0.24489795918367346	0.0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0
197	ID12298	52	48720.3	2	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.643189345461051	mid	0.7520506009630069	0.6938775510204082	0.6666666666666666	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
198	ID12299	26	14585.9	2	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.0029972530882603	young	0.164700050192813	0.16326530612244897	0.6666666666666666	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0
199	ID12300	26	20819.0	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.5197912882135969	young	0.2719529891050451	0.16326530612244897	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0
200	ID12301	46	26077.8	1	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.11211556857443183	mid	0.3624411499161417	0.5714285714285714	0.3333333333333333	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
201	ID12302	46	41627.1	0	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	1.0933062134642975	mid	0.6299979231153476	0.5714285714285714	0.0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0
202	ID12303	52	16977.3	0	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.8176097662195642	mid	0.20584886508663983	0.6938775510204082	0.0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0
203	ID12304	37	19012.8	3	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.6598125639442313	mid	0.24087370941062763	0.3877551020408163	1.0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0
204	ID12305	22	12764.8	1	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	-1.1441736151927107	young	0.1333643862289642	0.08163265306122448	0.3333333333333333	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0
205	ID12306	18	14388.6	0	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-1.0182924572193943	young	0.16130510949759178	0.0	0.0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0
206	ID12307	63	59409.1	0	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.4718126496519512	old	0.9359727606339677	0.9183673469387755	0.0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1
207	ID12308	25	14960.2	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.9739805531070973	young	0.17114062952490278	0.14285714285714285	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0
208	ID12309	67	39666.6	0	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.9413232043457564	old	0.5962636036374905	1.0	0.0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1
209	ID12310	27	20771.9	0	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.5234426015160621	young	0.27114253950167505	0.1836734693877551	0.0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0
210	ID12311	61	24474.1	0	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.23643852278172806	old	0.33484628730627713	0.8775510204081632	0.0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1
211	ID12312	58	33123.7	1	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.43410074560477113	mid	0.4836799367608411	0.8163265306122449	0.3333333333333333	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0
212	ID12313	22	14433.4	0	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-1.0148194458404038	young	0.16207598300568052	0.08163265306122448	0.0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0
213	ID12314	28	13175.5	1	MALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	-1.112335093466118	young	0.14043130028637607	0.20408163265306123	0.3333333333333333	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0
214	ID12315	23	9824.37	0	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.3721233216463862	young	0.08276841325152211	0.10204081632653061	0.0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
215	ID12316	27	17610.3	0	MALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.7685379759762403	young	0.2167408947879831	0.1836734693877551	0.0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0
216	ID12317	27	15156.2	0	FEMALE	SUBURBAN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.9587861283240144	young	0.17451320112279106	0.1836734693877551	0.0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0
217	ID12318	40	31774.1	3	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.3294762778126861	mid	0.4604573723296675	0.4489795918367347	1.0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0
218	ID12319	39	31693.5	0	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_YES	0.3232279582335205	mid	0.4590704882950257	0.42857142857142855	0.0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0
219	ID12320	35	28598.7	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.08331109181165851	young	0.4058182710442876	0.3469387755102041	0.0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
220	ID12321	37	26261.7	2	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.09785916695397792	mid	0.3656055168388543	0.3877551020408163	0.6666666666666666	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0
221	ID12322	47	42124.1	2	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.131834933449972	mid	0.6385498010957072	0.5918367346938775	0.6666666666666666	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0
222	ID12323	42	39308.7	1	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.9135778746015453	mid	0.5901052190717547	0.4897959183673469	0.3333333333333333	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0
223	ID12324	67	43530.0	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	1.2408239222384223	old	0.6627411195113764	1.0	0.0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1
224	ID12325	57	49874.4	3	MALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.732658149757765	mid	0.7719091972952664	0.7959183673469388	1.0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0
225	ID12326	47	27434.8	0	FEMALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.006917433724209913	mid	0.38579104613213355	0.5918367346938775	0.0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0
226	ID12327	67	50474.6	2	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.779187199527185	old	0.7822368374639018	1.0	0.6666666666666666	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1
227	ID12328	56	24888.2	0	MALE	TOWN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.20433642429869406	mid	0.3419717051567136	0.7755102040816326	0.0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0
228	ID12329	37	28021.6	0	MALE	RURAL	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.038572813534530064	mid	0.39588811252826034	0.3877551020408163	0.0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0
229	ID12330	27	12279.5	0	MALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_YES	-1.1817953210459256	young	0.12501383012460104	0.1836734693877551	0.0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0
230	ID12331	59	30189.4	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.20662625253844413	mid	0.43318944268082277	0.8367346938775511	0.0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0
231	ID12332	31	28969.4	1	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.11204871052129546	young	0.41219690518376306	0.2653061224489796	0.3333333333333333	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0
232	ID12333	31	14058.5	0	MALE	SUBURBAN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_YES	-1.0438826593668211	young	0.1556250794748218	0.2653061224489796	0.0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0
233	ID12334	32	30404.3	0	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	0.22328585399703843	young	0.436887226539936	0.2857142857142857	0.0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
234	ID12335	57	41438.2	3	FEMALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	1.078662198966724	mid	0.626747521202893	0.7959183673469388	1.0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0
235	ID12336	49	16711.3	1	FEMALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	-0.8382307712823196	mid	0.20127180363236286	0.6326530612244898	0.3333333333333333	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0
236	ID12337	65	52255.9	2	MALE	TOWN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	1.9172781631297646	old	0.812887662909404	0.9591836734693877	0.6666666666666666	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1
237	ID12338	22	17866.9	2	FEMALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.7486456831224694	young	0.22115621046154507	0.08163265306122448	0.6666666666666666	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0
238	ID12339	26	18067.5	2	FEMALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	-0.7330946544924367	young	0.224607934249996	0.16326530612244897	0.6666666666666666	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0
239	ID12340	23	12823.7	0	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-1.1396075355002433	young	0.13437787840812557	0.10204081632653061	0.0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
240	ID12341	26	11299.3	2	FEMALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-1.257782949476425	young	0.1081475307355699	0.16326530612244897	0.6666666666666666	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0
241	ID12342	59	56031.1	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	2.209941389870043	mid	0.87784752156424	0.8367346938775511	0.0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0
242	ID12343	67	35263.5	1	MALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_YES	0.5999835524968162	old	0.5204994709708481	1.0	0.3333333333333333	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1
243	ID12344	34	19968.1	0	FEMALE	INNER_CITY	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.585755247641787	young	0.25731155455074334	0.32653061224489793	0.0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0
244	ID12345	50	27825.5	2	MALE	RURAL	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_NO	MORTGAGE_NO	PEP_NO	0.023370636493904886	mid	0.39251382023057724	0.6530612244897959	0.6666666666666666	0	1	0	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0
245	ID12346	46	37773.9	0	MALE	SUBURBAN	MARRIED_NO	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	0.7945962258409557	mid	0.5636959186205357	0.5714285714285714	0.0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0
246	ID12347	23	7606.25	3	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_NO	-1.5440776966456304	young	0.044601226962195706	0.10204081632653061	1.0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0
247	ID12348	26	21384.4	0	MALE	RURAL	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.475960024068928	young	0.28168182574507594	0.16326530612244897	0.0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0
248	ID12349	40	20347.0	3	MALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.5563819438136741	mid	0.2638312860733958	0.4489795918367347	1.0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0
249	ID12350	36	21332.3	3	MALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.47999895024851297	mid	0.2807853411519638	0.3673469387755102	1.0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0
250	ID12351	65	57671.7	0	MALE	INNER_CITY	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	2.3371249271104806	old	0.9060773223984008	0.9591836734693877	0.0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1
251	ID12352	45	36057.8	1	FEMALE	TOWN	MARRIED_YES	CAR_YES	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_YES	0.6615597341560141	mid	0.53416698944127	0.5510204081632653	0.3333333333333333	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
252	ID12353	23	14290.5	2	MALE	INNER_CITY	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.025897421868478	young	0.15961710299885282	0.10204081632653061	0.6666666666666666	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0
253	ID12354	42	17882.9	1	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_NO	MORTGAGE_NO	PEP_YES	-0.7474053219156871	mid	0.22143152242871963	0.4897959183673469	0.3333333333333333	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0
254	ID12355	21	10629.1	3	FEMALE	RURAL	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_YES	PEP_NO	-1.3097385795255176	young	0.09661540071054578	0.061224489795918366	1.0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0
255	ID12356	62	24262.8	0	FEMALE	INNER_CITY	MARRIED_NO	CAR_YES	SAVINGS_NO	CURRENT_YES	MORTGAGE_NO	PEP_YES	-0.2528190429687964	old	0.3312104486397782	0.8979591836734694	0.0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1
256	ID12357	49	26097.9	2	FEMALE	SUBURBAN	MARRIED_NO	CAR_NO	SAVINGS_YES	CURRENT_YES	MORTGAGE_NO	PEP_NO	-0.11055736480841143	mid	0.36278701057490476	0.6326530612244898	0.6666666666666666	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0
257	ID12358	28	23371.0	2	FEMALE	TOWN	MARRIED_YES	CAR_NO	SAVINGS_NO	CURRENT_YES	MORTGAGE_YES	PEP_NO	-0.3219536757318236	young	0.3158652478693865	0.20408163265306123	0.6666666666666666	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0
